Company/Manufacturer,Product,Path/Bank,Preset,Notes
Splice Sounds,Sounds of KSHMR Vol. 3,Drum_Loops_Full -> Break_Beat_Loops,KSHMR_Break_Beat_Loop_19_180,
Vengeance Sound,VPS Avenger,8 Bit Era -> Leads,LD Low Resolution Crunch,
Vengeance Sound,VPS Avenger,Factory -> Sequences,SQ Trance Hero Sq 1,
28. Soaring Beyond the Skyline,,,,♪ Yonghui.C
Live Recording:: Saxophone,Yanxin Zhang,,,
Live Recording: Electric Guitar,SifuLee,,,
,,,,
29. Most Wanted,,,,♪ Yonghui.C
,,,,
,,,,
30. Daydream,,,,♪ Eva Zuo
,,,,
,,,,
31. Magic Zone,,,,♪ Eva Zuo
,,,,
,,,,
32. Midnight Blur,,,,♪ Eva Zuo
,,,,
,,,,
33. Tutorial,,,,♪ Eli.W
,,,,
,,,,
34. Maximum Firepower,,,,♪ Eva Zuo
,,,,
,,,,
35. Embarrassment,,,,♪ Duke.Killers
,,,,
,,,,
36. Congealed Air,,,,♪ Duke.Killers
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Trumpet,Boyan Mao,,,
Live Recording: Trombone,Kan Cao,,,
,,,,
37. Chatter,,,,♪ Sean
,,,,
,,,,
38. Held Breath,,,,♪ Yonghui.C
,,,,
,,,,
39. A Walk in Paradise,,,,♪ Aolin.Huang
Live Recording: Vocal,Aolin.Huang,,,
,,,,
40. Terminal of Life,,,,♪ Sean
Live Recording: Orchestra,Art of Loong Orchestra,,,
Live Recording: Clarinet,Dan Wu,,,
Live Recording: Violin,Keren Hu,,,
,,,,
41. All for the Show,,,,"♪ Jing.W, TSAR"
Live Recording: Meow Vocal,Soki,,,
,,,,
42. Flash of Inspiration,,,,"♪ Jing.W, TSAR"
,,,,
,,,,
43. Internet Meme,,,,♪ Han.J
,,,,
,,,,
44. Perfect Idol,,,,♪ Han.J
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Unreleased Soundtrack,,,,
,,,,
Anomaly Arbitration Theme,,,,
Spectrasonics,Omnisphere 2,Textures Soundscape,Call of the North,
First Himeko Encounter,,,,
Xfer Records,Serum,Pads,PD Defiant [BR],
Xfer Records,Serum,Plucked,PL Modern Drop 1 [DRK],
Forgotten Hall Theme,,,,
Heavyocity,Damage,02 Percussive Kits -> 01 Epic Organic Drums,PERC Church Snares,
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
Shiftmation!,,,,
Sample: Toby Fox,UNDERTALE,,snd_pombark,"Source is ""8 week old Pomeranian puppies!"""
Splice Sounds,Sounds of KSHMR Vol. 3,Video_Game_FX -> Game_FX,KSHMR_Game_FX_04_Beam_Me_Up,
Splice Sounds,Sounds of KSHMR Vol. 3,Video_Game_FX -> Game_Music_FX ,Game_Music_FX_06_New_Ability_Acquired!_F,
Star Rabbit,,,,
Sample Magic,Chiptune,drum loops,ct_drm128_frenchie_top,
Sample Magic,Chiptune,drum loops,ct_drm140_dillon_ful,
Sample Magic,Chiptune,drum loops,ct_drm140_karma_ful,
Sample Magic,Chiptune,synth shots -> bass,ct_bs_funk1_C,+7 semitones
Crises (ver. 2),,,,♪ Eli.W
Native Instruments,Action Strikes,Action Strikes - Ensemble,Dark City,
,,,,
,,,,
,,,,
,,,,
,,,,
