Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 012 Vibraphone,WAVEARC_TRIAL -> 9,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 034 Fingered Bs.,WAVEARC_TRIAL -> 1,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 081 Square Wave,WAVEARC_HAL -> 26,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,049 ORCHESTRA,WAVEARC_HAL -> 4,,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 001 Piano 1,WAVEARC_HAL -> 10,,
Yamaha,MU2000EX,XG,000 012 Vibes,WAVEARC_HAL -> 35,,
Yamaha,MU2000EX,XG,000 014 Xylophon,WAVEARC_HAL -> 37,,
Yamaha,MU2000EX,XG,000 116 Woodblok,WAVEARC_HAL -> 36,,
Yamaha,MU2000EX,XG -> Drum Kit,127 026 AnalgKit,WAVEARC_HAL -> 18,,
Yamaha,MU2000EX,XG -> Drum Kit,127 049 SymphKit,"WAVEARC_HAL -> 16, 17",,
Everybody's Common Sense TV / Minna no Joushiki Ryoku TV,,"(Released: March 6, 2008)",,"(Music by: Hirokazu Ando, Jun Ishikawa, Tadashi Ikegami)",,
Live Recording: Hirokazu Ando,Fernandes HSS Super Strat,,,,Main Menu,
Live Recording: Hirokazu Ando,YAMAHA BB604,,,,"Main Menu, How to Play",
IK Multimedia,Sonik Synth 2,A Synths -> B Synth Pads -> Misc Pads,027 Phatty Box,,Jisin Loop,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 33 Percussion,13S Cymbals+Gongs,,Jisin Start,
Yamaha,MOTIF-RACK ES,PRE1,001 Ap:Full Grand,,"Main Menu, That's All!, Asa, Jazz Loop, Jazz Title, Jazz Dark, Jazz Sawayaka, Paper Test",
Yamaha,MOTIF-RACK ES,PRE2,083 Ba:Upright,,"Jazz Loop, Jazz Title, Jazz Dark, Jazz Sawayaka",
Yamaha,MOTIF-RACK ES,GM,046 St:Pizzicato,,"Common Knowledge in the Family (Start!), Common Knowledge Learned, Asa",
Yamaha,MOTIF-RACK ES,DRM -> PRE,024 Dr:AnalogT8,,Main Menu,
Stuff to Find,,,,,,
Roland,SOUND Canvas SC-8850,,Fingered Bass,,Mode Select,
Roland,SOUND Canvas SC-8850,,Strings,,Survival,
Roland,SOUND Canvas SC-8850,,Drums,,"Common Knowledge Alone (Profile), Common Knowledge Alone (Mode Select)",
reFX,Nexus,,Saw,,"Common Knowledge in the Family (Think on it), Common Knowledge in the Family (Almost Done!), Common Knowledge Alone (Last Question!)",
Picross 3D,,"(Released: March 21, 2009)",,"(Music by: Yasumasa Yamada, Jun Ishikawa, Hirokazu Ando)",,
,,,,,,
Stuff to Find,,,,,,
Roland,U-220,Patch,P-41: Fantasia [041],"WAVE_BGM_PLAY04 -> 3, WAVE_BGM_PLAY05 -> 0",,
Hobonichi no Kenkou Techou,,"(Released: April 21, 2010)",,(Music by: Hirokazu Ando),,
Sound Ideas,The General Series 6000 Sound Effects Library,6039-27-02,"SPACE, COMPUTER",31,,
All other documented instruments were ripped from previous Kirby titles.,,,,,,
Roland,JD-990,Waveform,094 BottleBlow,3,,
Roland,JD-990,Waveform,148 Fanta Bell,11,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 013 Marimba,13,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 014 Xylophone,21,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 046 PizzicatoStr,15,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 061 FrenchHorns,12,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 022 Accordion Fr,0,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 034 Fingered Bs.,5,,
Roland,SN-U110-10 Rock Drums,,10-002 ELEC DRUMS,2014-07-06 00:00:00,,
Roland,U-220,Patch,P-07: Bell [07],2,,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],20,,
Roland,U-220,Timbre,T-035: Ac.Bass [035],4,,
Ueberschall,Drum 'N' Bass Resonance,Track 12 - Substitute 160 BPM -> TS 0:30,11 Sounds,"8, 9",,
Stuff to Find,,,,,,
?,?,,Kick,1,,
Face Pilot,,"(Released: June 18, 2010)",,(Music by: Shogo Sakai),,
Live Recording: Shogo Sakai,Electric Guitar,,,,,
Apple,EVB3,02 Clean Organ - Reverb,Gospel - Clean,,"Main Theme, Sea, Mistake, Sea Night, Target",
Apple,Logic Pro 9,02 Acoustic Pianos,Steinway Grand Piano,,"City, City Night, Staff Roll",
Apple,Logic Pro 9,03 Bass -> 01 Acoustic Bass,Upright Jazz Bass,,"Result, Course Out, Staff Roll",
Apple,Logic Pro 9,10 Orchestral -> 04 Tuned Percussion,Glockenspiel,,"City, Result, City Night",
Yamaha,MOTIF-RACK ES,PRE2,061 Gt:TouchWah,,"Sea, Mountain, City, Sea Night, Mountain Night, City Night, Target",
Yamaha,MOTIF-RACK ES,PRE2,106 Ba:SlapSwitch,,"Mountain, City, Mountain Night, City Night, Target",
Yamaha,MOTIF-RACK ES,PRE4,052 Pd:Paradies,,Result,
Yamaha,MOTIF-RACK ES,PRE5,087 Me:Orch Hits,,"Sea, Mountain, City, Goal, Mistake, Sea Night, Mountain Night, City Night",
Yamaha,MOTIF-RACK ES,GM,034 Ba:FingerBass,,"Sea, Sea Night",
Face Raiders,,"(Released: February 26, 2011)",,(Music by: Shogo Sakai),,
Yamaha,MOTIF-RACK ES,DRM- > PRE,024 Dr:AnalogT8,"Closed Hat, Open Hat, Cymbal, Tom, Snare",,
Yamaha,MOTIF-RACK ES,DRM- > PRE,002 Dr:DryStandard,Kick,,
Stuff to Find,,,,,,
Apple,Logic Pro 9,,,Organ,Stage 1,
BOXBOY!,,"(Released: January 14, 2015)",,"(Music by: Hirokazu Ando, Jun Ishikawa)",,
Sampleheads,Whole Lotta Country,CD 1 -> MANDOLIN,MANDOLIN SUSTAINED NOTES,,Exciting Shopping,
Sampleheads,Whole Lotta Country,CD 1 -> MANDOLIN,MANDOLIN TREMOLOS,,Exciting Shopping,
Steinberg,HALion Sonic SE,Basic Set,[GM 013] Marimba,,Credits,
Steinberg,HALion Sonic SE,Basic Set,[GM 074] Flute,,Tutorial,
Steinberg,HALion Sonic SE,Basic Set,[GM 075] Recorder,,Stage Theme 2,
Steinberg,HALion Symphonic Orchestra,,Flute Combi,,"The End, Credits",
Steinberg,HALion Symphonic Orchestra,,Glockenspiel,,Credits,
Steinberg,HALion Symphonic Orchestra,,Tambourine Combi Key,,Credits,
Steinberg,HALion Symphonic Orchestra,,Triangle Combi Key,,Credits,
Steinberg,HALion Symphonic Orchestra,,Xylophone,,Credits,
Vienna Symphonic Library,Vienna Special Edition Extended,MATRIX -> 32 Mallets,06S Xylophone,,Exciting Shopping,
Picross 3D Round 2,,"(Released: October 1, 2015)",,"(Music by: Hirokazu Ando, Megumi Ohara, Shogo Sakai)",,
Apple,Logic 9,02 Acoustic Pianos,Steinway Grand Piano, ,"Title, Menu, Jazz, Fantasy, Daydream, Challenge, Viewer, Ending, Complete (unused)",
Apple,Logic 9,03 Bass -> 01 Acoustic Bass,Studio Upright Bass,To demo.,Jazz,
Apple,Logic 9,08 Pop Horns,Soprano Sax,To demo.,Menu,
Apple,Logic 9,09 Guitars -> 01 Acoustic Guitar,Classical Acoustic Guitar,,"Title, Daydream, Result, Viewer",
Apple,Logic 9,10 Orchestral -> 01 Woodwinds,Flute Solo,,"Title, Menu, Cafe, Result",
Apple,Logic 9,10 Orchestral -> 02 Brass,Brass Ensemble,,Latin,
Apple,Logic 9,10 Orchestral -> 03 Percussion,Orchestral Kit,,"Title, Fantasy",
Apple,Logic 9,10 Orchestral -> 04 Tuned Percussion,Glockenspiel,To demo.,"Title, Fantasy, Viewer",
Apple,Logic 9,10 Orchestral -> 04 Tuned Percussion,Xylophone,To demo.,"Tutorial, Fantasy",
Apple,Logic 9,19 Orchestral -> 05 Keyboards,Celesta,,"Tutorial, Clear Roll (jingle)",
Apple,Logic 9,19 Orchestral -> 05 Keyboards,Harpsichord,,Fantasy,
Apple,Logic 9,10 Orchestral -> 06 Harp,Harp,To demo.,Title,
Apple,Logic 9,11 World -> 01 African,African Marimba,,"Cafe, Viewer, Game Over (jingle)",
Apple,Logic 9,11 World -> 04 European,Polka Accordion,To demo.,"Title, Viewer",
Apple,Loops,Jam Pack World Music,Latin Fire Percussion 01,,Latin,
Apple,Loops,Jam Pack World Music,Latin Fire Percussion 04,,Latin,
Apple,Loops,Jam Pack World Music,Latin Fire Percussion 08,,Latin,
Apple,Loops,Jam Pack World Music,Latin Fire Percussion 09,,Latin,
Apple,Loops,Jam Pack World Music,Latin Fire Percussion 10,,Latin,
Roland,Fantom-XR,GM,008 Honky-tonk,,Fantasy,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,Cafe,
Stuff to Find,,,,,,
Live Recording: ?,Saxophone Section,,,,Challenge,
Native Instruments,Kontakt Factory Library,Orchestral -> 3 - VSL Woodwinds,Clarinet,from Logic Pro,Jazz,
Native Instruments,Kontakt Factory Library,Orchestral -> 3 - VSL Woodwinds,French Oboe,from Logic Pro,Cafe,
Roland,Fantom-XR,,Pan Flute,,Joy,
Yamaha,MOTIF-RACK ES,,Violin,,Cafe,
Part-Time UFO,,"(Released: November 14, 2017)",,"(Music by: Megumi Ohara, Shogo Sakai)",,
Live Recording: Unknown,Whistle,,,"""staff in charge of brand management""",-Used throughout the soundtrack-,
Live Recording: Shogo Sakai,Vocals,,,"""Ha-Taraku Yu-Foo-""",-Used throughout the soundtrack-,
Native Instruments,Kontakt Factory Library,Band -> 5 - Guitar,Nylon Guitar,,Restaurant,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,Tower of Infinity - In-Game 3,
Stuff to Find,,,,,,
Apple,Logic Pro X,,,,,
Apple,Sculpture,02 Modeled Pads,Ambient Pad,,Ending 1,
YMCK,Magical 8bit Plug,,,,,
BOXBOY + BOXGIRL!,,"(Released: April 26, 2019)",,"(Music by: Hirokazu Ando, Jun Ishikawa, Yuuta Ogasawara)",,
Native Instruments,FM8,FM7 Legacy,Wood,,Danger Approaches - A Tale for Two,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,True Ending,
Kame Sampo,,"(Released: October 8, 2019)",,(Music by: Shogo Sakai),,
Live Recording: Shogo Sakai,Vocals,,,Not confirmed.,Gacha ,
Apple,Logic Pro X,Logic -> 10 Orchestral -> 01 Woodwinds    ,Piccolo Legato,,Challenge,
Apple,Logic Pro X,Logic -> 10 Orchestral -> 02 Brass    ,Trombone Section Legato,,Challenge,
Apple,Logic Pro X,Logic -> 10 Orchestral -> 02 Brass    ,Trumpet Section Legato,,Challenge,
Synthogy,Ivory II,Programs -> German D,German Concert D Grand,,Tutorial,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Section 4 - Official Covers/Soundtrack Releases,,,,,,
,,,,,,
MOTHER (Vocal Album),,"(Released: August 21, 1989)",,(Music by: Read note),Jump to top,
KORG,M1,PROG,41 Piano 8',,Bein' Friends,
Hoshi no Kābī ~Yume no Izumi no Monogatari~,,"(Released: July 21, 1994)",,(Music by: Takashi Takaomi),,
Kurzweil,K2000,Programs,5 Dynamic Piano,,"Good Night Kirby, DREAM☆DREAM",
Optical Media International,Universe of Sounds Vol. 2,Full Orchestra,Symphonic Slams,Orchestral Hit,Kirby Medley,
Roland,D-20,Multi Timbral -> A Group,I-A54: Bottleblow,,Kirakira March,
Roland,U-220,Timbre,T-030: Slap 1 [030],,Kirby Medley,
Roland,U-220,Timbre,T-037: Syn.Bass 5 [037],,Make a Cocktail,
Stuff to Find,,,,,,
Kurzweil,K2000,,,Saxophone,Make a Cocktail,
Hoshi no Kābī (JP Anime Soundtrack),,,,"(Music by: Akira Miyagawa, Hayata Akashi, Hirokazu Ando, Shogo Sakai, Tadashi Ikegami)",,
All other tracks composed and arranged for the anime by Akira Miyagawa and/or recorded live.,,,,,,
Live Performance: Xiangqi,Vocals,,,,"Kirby ★ March, First Draw a Circle",
Live Recording: Akira Okazawa,Electric Bass,,,,Kirby ★ March,
Live Recording: Elton Nagata,Piano,,,,Kirby ★ March,
Live Recording: Eric Miyashiro,Trumpet,,,,Kirby ★ March,
Live Recording: Hideyo Takakuwa,Flugelhorn,,,,Kirby ★ March,
Live Recording: Hiroshi Abe,Banjo,,,,Kirby ★ March,
Live Recording: Hiroshi Abe,Electric Guitar,,,,Kirby ★ March,
Live Recording: Jun Sumida,Electric Guitar,,,,First Draw a Circle,
Live Recording: Kensho Hagiwara,Horn,,,,"Kirby ★ March, Checker Knights",
Live Recording: Koji Nishimura,Trumpet,,,,Kirby ★ March,
Live Recording: Masashi Togame,Clarinet,,,,"Kirby ★ March, Dedede Bustle",
Live Recording: Midori Takada,Timpani,,,,Kirby ★ March,
Live Recording: Midori Takada,Xylophone,,,,"Kirby ★ March, Checker Knights, Dedede Bustle",
Live Recording: Osamu Matsumoto,Trombone,,,,Kirby ★ March,
Live Recording: Otohiko Fujita,Horn,,,,"Kirby ★ March, Checker Knights",
Live Recording: Takashi Kato RUSH Group,Strings,,,,Checker Knights,
Live Recording: Toshio Nakamura,Tuba,,,,Kirby ★ March,
Live Recording: Tomoyuki Asakawa,Harp,,,,Kirby ★ March,
Live Recording: Yasuharu Nakanishi,Piano,,,,Dedede Bustle,
Live Recording: Yuichi Togashiki,Drums,,,,"Kirby ★ March, Checker Knights",
Live Recording: Yuki Hamasaki,Clarinet,,,,Kirby ★ March,
Live Recording: Yuriko Mori Group,Strings,,,,Kirby ★ March,
Best Service,Advanced Orchestra,CD 2 -> [AO str] violin section basic,violin section basic KEY,,Ultimate Iron Man - Cook Oosaka,
Best Service,Advanced Orchestra,CD 4 -> [AO brs] trumpet section,trumpet section KEY,,Battleship Halberd Takeoff!,
Best Service,Advanced Orchestra,CD 4 -> [AO brs] french horn section,french horn section KEY,,Battleship Halberd Takeoff!,
EastWest,Quantum Leap Brass,CD 1 -> TP gigapatches,TP susmf,,Forgotten Escargoon,
EastWest,Quantum Leap Brass,CD 2 -> 3 TP gigapatches,3 TP fallsMOD,,Final Strategy,
EDIROL,Orchestral,Keyboard & Percussion,P-5 011 Timpani,,Final Strategy,
IK Multimedia,SampleTank XL,Strings -> Violin,Solo Violin,,Ultimate Iron Man - Cook Oosaka,
Roland,JV-1080,PR-B,101 Taj Mahal,,Dedede's Movie (Unreleased),
Roland,SOUND Canvas SC-8850,SC-55 Map,000 004 Honky-tonk,,Waddle Dees,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 005 E.Piano 1,,Goodbye Island Sisters (Unreleased),
Roland,SOUND Canvas SC-8850,SC-55 Map,000 057 Trumpet,,Dedede's Movie (Unreleased),
Roland,SOUND Canvas SC-8850,SC-55 Map,000 081 Square Wave,,Go! Go! Fitness! (Unreleased),
Roland,SOUND Canvas SC-8850,SC-88 Map,019 024 RotaryOrg.F,,Blast Run! Dedede's Race ,
Roland,SOUND Canvas SC-8850,SC-88 Map,022 000 Accordion Fr,,Ultimate Iron Man - Cook Oosaka,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 056 Orchestra Hit,,"Go! Go! Fitness!, Rise! Battleship Halberd Takeoff!, Surprising Development, Final Strategy",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 073 Piccolo,,Dedede's Movie (Unreleased),
Roland,SOUND Canvas SC-8850,SC-88 Map,002 100 Nylon Harp,,Ultimate Iron Man - Cook Oosaka,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,031 000 DistortionGt,,Blast Run! Dedede's Race ,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 049 Strings :,,Caring for Others,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 072 Clarinet,,Dedede's Movie (Unreleased),
Roland,SOUND Canvas SC-8850,SC-88 Map -> Drum Set,009 ROOM,,Fantasy Meadows (Unreleased rock arrangement),
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,017 POWER,,Blast Run! Dedede's Race ,
Roland,SOUND Canvas SC-8850,SC-8850 Map -> Drum Set,049 ORCHESTRA,,"Surprising Development, Battleship Halberd Takeoff!",
Roland,SOUND Canvas SC-8850,SC-8850 Map -> Drum Set,050 ETHNIC,,Island Sisters' Song (Unreleased),
Stuff to Find,,,,,,
Apple,Logic,,,,,
Roland,SR-JV80-16 Orchestral II,,Tin Whistle / Calliope,,Smiling Kirby,
?,?,,Flute / Piccolo stac,,Ultimate Iron Man - Cook Oosaka,
MOTHER 1+2 Original Soundtrack,,"(Released: August 20, 2003)",,"(Music by: Kenji Kondo, Kimitaka Matsumae, Tomoko Kataoka)",,
Stuff to Find,,,,,,
?,?,,,Music Box,Humoresque of a Little Dog,
?,? (SFX Library),,,Bike Ring,Theme of Bicycle (Spinning Pedals),
MOTHER 3+ (Cover Album),,"(Released: November 2, 2006)",,"(Music by: Crazy Ken Band, Shogo Sakai)",,
Some instruments recorded live by the Crazy Ken Band (credited as D.C.M.C.),,,,,,
Live Performance: Various,Chorus,,Read note,,Samba de Combo,
Live Performance: Shogo Sakai,Chorus,,,,16 Melodies (Beginning),
Live Performance: Taeko Onuki,Vocals,,,,We miss you ~Love Theme~,
"Live Recording: Keiichi ""K-1"" Hiroishi",Drums,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Masahiro Kobayashi,Trumpet,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Masao Onose,Electric Guitar,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Osamu Koike,Alto Saxophone,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Satoshi Kadokura,Piano,,,,We miss you ~Love Theme~,
Live Recording: Shinya Horaguchi,Bass,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Shogo Sakai,MORRIS GUITARS W-50,,,,"A Certain Someone's Memories (Pollyanna), Snowman",
Live Recording: Taro Kiyooka,Trombone,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Toshimitsu Takahashi,Organ,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Live Recording: Toshimitsu Takahashi,Piano,,,,"Theme of D.C.M.C, Samba de Combo, Bon Voyage, Amigo, Big Shot's Theme",
Apple,EXS24,08 Drum Kits,Percussion Kit,,Samba de Cambo,
Ensoniq,MR-Rack,RAM,000 Steel Pad,,MOTHER3 ~Love Theme~,
Ensoniq,MR-Rack,ROM,130 SteelString,,A Certain Someone's Memories (Pollyanna),
Roland,Fantom-XR,PR-A,024 Psycho EP,,MOTHER3 ~Love Theme~,
Roland,Fantom-XR,PR-A,072 Steel Drums,,Samba de Cambo,
Roland,Fantom-XR,PR-B,023 R&B Bs/Slide,,Snowman,
Roland,Fantom-XR,PR-B,027 Snug Bass,,A Certain Someone's Memories (Pollyanna),
Roland,Fantom-XR,PR-B,033 RichFretless,,Snowman,
Roland,Fantom-XR,PR-C,004 Andes Mood,,Snowman,
Roland,Fantom-XR,PR-H,063 Angel Pipes,,"Snowman, 16 Melodies (Beginning)",
Roland,Fantom-XR,GM,215 Reverse Cym.,,Snowman,
Roland,SRX-03 Studio SRX,XP-X,005 Taxi EP,,16 Melodies (Beginning),
Roland,SRX-03 Studio SRX,XP-X,012 Kid's Glory,,16 Melodies (Beginning),
Roland,SOUND Canvas SK-88 Pro,SC-88Pro Map,006 123 Wind 2,,Snowman,
Yamaha,MOTIF-RACK ES,PRE3,054 Br:TrpRomantc,,MOTHER3 ~Love Theme~,
Yamaha,MOTIF-RACK ES,GM,023 Rp:Harmonica,,A Certain Someone's Memories (Pollyanna),
Yamaha,MOTIF-RACK ES,DRM- > PRE,001 Dr:Hyper Std,,MOTHER3 ~Love Theme~,
Yamaha,MOTIF-RACK ES,DRM -> PRE,003 Dr:NewRock,,A Certain Someone's Memories (Pollyanna),
Stuff to Find,,,,,,
Apple,EVB3,,,,A Certain Someone's Memories (Pollyanna),
Ensoniq,MR-Rack,,,,,
Roland,Fantom-XR,,,,,
Yamaha,MOTIF-RACK ES,,,,,
?,?,,Electric Piano,,Snowman,
?,?,,Fretless Bass,,Time Passage,
MOTHER 3i (Cover Album),,"(Released: April 1, 2007)",,(Music by: Shogo Sakai),,
Live Recording: Shogo Sakai,MORRIS GUITARS W-50,,,,Memory of Tatsumairi,
Live Recording: Shogo Sakai,Electric Guitar,,,,"Welcome to MOTHER3 World, Twist and Battle, Theme of DUSTER, Memory of Tatsumairi, From Utopia",
Apple,Jam Pack Symphony Orchestra,Horns,Trumpets,,"Tatsumairi, From Utopia",
Apple,Jam Pack Symphony Orchestra,Horns,Trombones,,From Utopia,
Apple,Jam Pack Symphony Orchestra,Woodwind,Flutes,,From Utopia,
Apple,Logic Pro 8,04 Keyboards -> 02 Organs,Classic Blues 01,,Twist and Battle,
Ensoniq,MR-Rack,RAM,000 Steel Pad,,Do Not Disturb,
Roland,Fantom-XR,PR-A,001 So true...,,"Mambo and Battle, Memory of Tatsumairi",
Roland,Fantom-XR,PR-A,061 Candy Bell,,Memory of Tatsumairi,
Roland,Fantom-XR,PR-A,069 FS Xylo,,"Oh, Buta-Mask, Do Not Disturb, Theme of Bad Boy",
Roland,Fantom-XR,PR-A,095 Vodkakordion,,Mambo and Battle,
Roland,Fantom-XR,PR-A,117 Wet TC,,Twist and Battle,
Roland,Fantom-XR,PR-B,015 Ulti Ac Bass,,"Mambo and Battle, From Utopia",
Yamaha,Fantom-XR,PR-B,092 Violin,,The Castle of OSOHE,
Yamaha,Fantom-XR,PR-B,093 Viola,,The Castle of OSOHE,
Yamaha,Fantom-XR,PR-B,094 Cello,,The Castle of OSOHE,
Yamaha,Fantom-XR,PR-B,095 Contrabass,,The Castle of OSOHE,
Yamaha,Fantom-XR,PR-B,111 Delicate Pizz,,Gentle Rain,
Roland,Fantom-XR,PR-B,128 Bassoon,,"Funky Monkey Dance, Do Not Disturb",
Roland,Fantom-XR,PR-C,001 FS Flute,,Do Not Disturb,
Roland,Fantom-XR,PR-C,027 F.Horns Sect,,"Tatsumairi, Do Not Disturb",
Roland,Fantom-XR,PR-C,044 Alto Sax,,Welcome to MOTHER3 World,
Roland,Fantom-XR,PR-F,009 UltimatGrand,,Welcome to MOTHER3 World,
Roland,Fantom-XR,PR-F,066 Double Nylon,,With Magypsy,
Roland,Fantom-XR,GM,081 Picked Bass,,"Welcome to MOTHER3 World, Twist and Battle",
Roland,Fantom-XR,GM,117 OrchestraHit,,"Funky Monkey Dance, Do Not Disturb, Theme of Bad Boy, From Utopia",
Roland,Fantom-XR,GM,172 Fantasia,,"Memory of Tatsumairi, Do Not Disturb, Theme of Bad Boy",
Roland,SOUND Canvas SK-88 Pro,SC-88Pro Map,000 025 Nylon-str.Gt,,Mambo and Battle,
Roland,SOUND Canvas SK-88 Pro,SC-88Pro Map -> Drum Set,050 ETHNIC,,"Twist and Battle, Mambo and Battle",
Roland,SRX-01 Dynamic Drum Kits,XP-X -> Rhythm Set,003 TightRck1KIT,,Tatsumairi,
Roland,SRX-01 Dynamic Drum Kits,XP-X -> Rhythm Set,011 OhBabyRckKIT,,"Oh, Buta-Mask",
Roland,SRX-03 Studio SRX,XP-X,005 Taxi EP,,Flowers,
Roland,SRX-03 Studio SRX,XP-X,023 All EP,,Welcome to MOTHER3 World,
Roland,SRX-03 Studio SRX,XP-X,063 FluteVibrato,,Mambo and Battle,
Roland,SRX-03 Studio SRX,XP-X,064 Legato Flt 3,,Theme of DUSTER,
Roland,SRX-03 Studio SRX,XP-X,066 Atk Flute,,Theme of DUSTER,
Roland,SRX-06 Complete Orchestra,XP-X,164 FluteAtm/Aft,,"Tatsumairi, Memory of Tatsumairi, Flowers",
Roland,SRX-06 Complete Orchestra,XP-X,229 Fr.Horns SRX,,"Welcome to MOTHER3 World, Theme of Bad Boy",
Roland,SRX-06 Complete Orchestra,XP-X,312 Glocken,,"Theme of DUSTER, Do Not Disturb",
Roland,SRX-06 Complete Orchestra,XP-X,410 Warm Harp,,Theme of DUSTER,
Roland,SRX-06 Complete Orchestra,XP-X,437 MultiTimpani,,"Tatsumairi, Do Not Disturb, Theme of Bad Boy, From Utopia",
Roland,SRX-06 Complete Orchestra,XP-X -> Rhythm Set,001 Orch. Kit 1,,"Tatsumairi, Funky Monkey Dance, Oh, Buta-Mask, Do Not Disturb, Theme of Bad Boy, From Utopia",
Roland,SRX-07 Ultimate Keys,XP-X,281 StrawberTRON,,Gentle Rain,
Roland,SRX-07 Ultimate Keys,XP-X,289 SuperTnr SRX,,With Magypsy,
Roland,SRX-09 World Collection,XP-X,239 SquezeBoxSRX,,Funky Monkey Dance,
Yamaha,MOTIF-RACK ES,PRE1,001 Ap:Full Grand,,"Welcome to MOTHER3 World, Theme of DUSTER, Do Not Disturb, Theme of Bad Boy",
Yamaha,MOTIF-RACK ES,PRE1,008 Ap:Ragtime,,The Castle of OSOHE,
YAMAHA,MOTIF-RACK ES,PRE1,111 Or:Green Tea,,Theme of Bad Boy,
Roland,MOTIF-RACK ES,PRE2,022 Gt:Spanish,,With Magypsy,
Yamaha,MOTIF-RACK ES,PRE2,083 Ba:Upright,,"Welcome to MOTHER3 World, Twist and Battle",
Yamaha,MOTIF-RACK ES,PRE3,028 Gt:BeautyHarp,,Memory of Tatsumairi,
Yamaha,MOTIF-RACK ES,PRE3,031 St:PizzSect,,Memory of Tatsumairi,
Yamaha,MOTIF-RACK ES,PRE3,034 St:PWMStrings,,Welcome to MOTHER3 World,
Yamaha,MOTIF-RACK ES,PRE3,068 Br:FrHornSect,,"Oh, Buta-Mask",
Yamaha,MOTIF-RACK ES,PRE3,091 Br:VeloSynBr,,Theme of Bad Boy,
Yamaha,MOTIF-RACK ES,PRE3,098 Br:OberBrass,,Do Not Disturb,
Yamaha,MOTIF-RACK ES,PRE3,111 Rp:Alto Vib,,From Utopia,
Yamaha,MOTIF-RACK ES,PRE3,114 Rp:TenorSax1,,"Welcome to MOTHER3 World, From Utopia",
Yamaha,MOTIF-RACK ES,PRE3,117 Rp:Sweet Oboe,,"Twist and Battle, Funky Monkey Dance, Memory of Tatsumairi",
Yamaha,MOTIF-RACK ES,PRE3,119 Rp:BassoonVib,,"Twist and Battle, Theme of Bad Boy",
Yamaha,MOTIF-RACK ES,PRE3,120 Rp:Clarinet 1,,"Twist and Battle, Funky Monkey Dance, Oh, Buta-Mask, Theme of Bad Boy",
Yamaha,MOTIF-RACK ES,PRE3,124 Rp:SweetFlute,,Funky Monkey Dance,
Yamaha,MOTIF-RACK ES,PRE4,052 Pd:Paradies,,Memory of Tatsumairi,
Yamaha,MOTIF-RACK ES,PRE5,023 Ba:SimpleReso,,Welcome to MOTHER3 World,
Yamaha,MOTIF-RACK ES,PRE5,087 Me:Orch Hits,,From Utopia,
Yamaha,MOTIF-RACK ES,GM,036 Ba:Fretless,,Theme of Bad Boy,
Yamaha,MOTIF-RACK ES,GM,048 Cp:Tmpni+Cym,,"Oh, Buta-Mask, From Utopia",
Yamaha,MOTIF-RACK ES,GM,074 Rp:Flute,,"Oh, Buta-Mask, Theme of Bad Boy",
Yamaha,MOTIF-RACK ES,DRM -> PRE,001 Dr:Hyper Std,,"Twist and Battle, From Utopia",
Yamaha,MOTIF-RACK ES,DRM- > PRE,005 Dr:RockSt2,,"Welcome to MOTHER3 World, Theme of DUSTER, Memory of Tatsumairi, Theme of Bad Boy, From Utopia",
