Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
AKAI,XR10,PRST-51,CABASA,,"Rambling Assassin ~ Kiss of the Spider Woman, Torture Sanctuary",
AKAI,XR10,PRST-63,AGOGO L,,"Dark Awakening (part 1), Steel Skeleton",
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
KORG,01/W,PROG -> Bank B,B39 Timpani,,-Used throughout the soundtrack-,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,-Used throughout the soundtrack-,
KORG,M1,Waveform,99 DWGS Sine,Part of the SNES SDK,"Fiction of Meta Fiction, Wild Dance of Fear, Maze of Flowers",
KORG,T3,PROG,01 Piano2 16',,"Early Birds, Fiction of Meta Fiction, Heretic Fortress, etc.",
KORG,T3,PROG,04 E.Bass 2,,"Wild Dance of Fear, Brag-Rags for Brave Men",
KORG,T3,PROG,30 Pizzicato,,"Dark Awakening (part 2), Madara 2 Theme, On the Other Side of the Whispering Wall",
KORG,T3,PROG,62 FrenchHorn,,Dark Awakening (part 2),
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,"Konami Logo, Tubular Bells ~ For Whom the Bell Tolls",
Teenage Mutant Ninja Turtles: Tournament Fighters (SNES),,"(Released: September 4, 1993)",,,,
AKAI,S1000,SL1013 FRETLESS BASS,WAL FRETLES1,FRETLESS C3,"Noh Stage, Mt. Olympus, The Ten Champions",
AKAI,S1000,SL1021 ELECTRIC BASS #2,BASS+ROCK G,H METAL 1,-Used throughout the soundtrack-,
AKAI,S1000,SL1024 ODD STUFF,FLT SHOTS,KOOL 1,-Used throughout the soundtrack-,
AKAI,S1000,SL1029 CHOP BASS SYNTH BASS,K-CHOP BASS1,CHOP A2,"Enter the Tournament, Scrapyard",
AKAI,S1000,SL1042 DISTORTION GUITAR,DISTORT  1,DIST  A2,-Used throughout the soundtrack-,
AKAI,S1000,SL1050 DIGITAL PIANO #2,DIG-PIANO 3,D3PF-C3 S,"Enter the Tournament, Art Museum",
AKAI,S1000,SL1069 FEMALE CHORUS,FEMALE CHORS,F.CHORUS C4,"Enter the Tournament, Art Museum, Karai's Letter, Turtle Power!",
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 D2,-Used throughout the soundtrack-,
AKAI,S1000,SL1080 BRASS SEC. #3,SLO BRASSENS,BRASS2 D3,-Used throughout the soundtrack-,
AKAI,S1000,SL1090 BAGPIPES,PICCOLO,PICOLO1-F3,"Noh Stage, Dreams to Reality",
AKAI,S1000,SL1132 SYNTH BASSES,DANCE BASS 1,DANCE BASS 1,"Tournament Fighters (Part 1), Supreme Dominance",
AKAI,S1000,SL1132 SYNTH BASSES,DANCE BASS 7,DANCE BASS 7,"Back Alley, Metal Works, Cowabunga!",
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G2 SA,-Used throughout the soundtrack-,
AKAI,S1000,SAMPLE WAVE MIXING SWM3010 SYNTH & LEAD,VOXY SYNTH,AN-SYN 41 SA,-Used throughout the soundtrack-,
AKAI,XR10,PRST-07,KICK7,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-15,SNARE5,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-23,HAT CL,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-36,TOM4 M,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-52,TAMBOURINE,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-53,HITS,,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
KORG,T3,PROG,12 Trombone,,Studio 6,
KORG,T3,PROG,30 Pizzicato,,"Noh Stage, Dreams to Reality",
KORG,T3,PROG,45 Industry,,"Mt. Olympus, Turtle Power!",
KORG,T3,PROG,94 Koto,,"Noh Stage, Dreams to Reality",
Roland,R-8,Internal,18 REVERB SNARE,,,
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,Konami Fanfare (Konami Logo),
Sunset Riders (SNES),,"(Released: October,  1993)",,(Music by: Naohisa Morota),,
AKAI,XR10,PRST-53,HITS,,-Used throughout the soundtrack-,
KORG,M1,Waveform,50 FingerSnap,,-Used throughout the soundtrack-,Link
Roland,R-8,Internal,18 REVERB SNARE,,-Used throughout the soundtrack-,
Roland,R-8,Internal,50 COWBELL 1,,Simon Greedwell,
Roland,R-8,Internal,55 OPEN LOW CONGA,,"Introduction, Stage 3",
Roland,D-70,TONES,I1 06 E.PIANO 2,,"Stage 2, Ending",Link
Roland,D-70,TONES,I1 13 A.GUITAR,,"Introduction, El Greco, Intermezzo 3, Sir Richard Rose",Link
Roland,D-70,TONES,I1 16 HEAVY.EG,,-Used throughout the soundtrack-,Link
Roland,D-70,TONES,I1 17 SLAP 1,,"Wanted, Stage 2, Dark Horse",Link
Roland,D-70,TONES,I1 22 FINGERED,,-Used throughout the soundtrack-,Link
Roland,D-70,TONES,I1 30 TP / TRB 1,Sampled twice,-Used throughout the soundtrack-,Link
Roland,D-70,TONES,I1 38 SHAKU,Trimmed incredibly short,Stage 6,Link
Roland,D-70,TONES,I1 46 VIB,,"Stage 1, Stage 6",Link
Stuff to Find,,,,,,
?,?,,,Rounded Saw Wave,,
Inspector Gadget (SNES),,"(Released: December, 1993)",,,,
E-MU Systems,Proteus/1,Bank 0,045 Wide Marimba,Part of the SNES SDK,-Used throughout the soundtrack-,
KORG,M1,PROG,12 Trumpet,,Staff Roll,
KORG,M1,PROG,32 Double Reed,,Staff Roll,
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,"Amazon Jungle, Rotating Doom, Claw's Dastardly Trap, Game Over",
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,Opening Title,
Roland,D-50,Bank 3,3-6 Pipe Solo,,-Used throughout the soundtrack-,
Roland,D-50,Bank 6,6-8 Picked Guitar Duo,,-Used throughout the soundtrack-,
Roland,L-CD1,Electric Piano #2,P4 Clav 1,S50_Clav F#1,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,039 Synth Bass 1,,"Opening Title, Staff Roll",
Roland,SOUND Canvas SC-55,Capital,057 Trumpet,,,
Roland,SOUND Canvas SC-55,Capital,062 Brass 1,,"Opening Title, Staff Roll",
Roland,U-220,Patch,P-05: Vibraphone [005],,,
Roland,U-220,Patch,P-26: FretlessBass [026],,"Opening Title, Staff Roll",
Roland,U-220,Patch,P-36: Saxophone [036],,"Abduction of Penny, Ancient English Castle",
Roland,U-220,Rhythm Set,R-2: Dry Set [002],"Kick, Snare, Hi-hat, Cymbal, Cowbell",-Used throughout the soundtrack-,
Roland,U-220,Timbre,T-021: Strings 3 [021],To be properly confirmed,-Used throughout the soundtrack-,
J. League Super Soccer (JP) / Virtual Soccer (EU),,"(Released: March 18, 1994)",,,,
Roland,L-CD1,Latin Percussion #1,P2 Brazilian,Whistle,Title Screen (JP),
Roland,L-CD1,Midi Electric Piano and Bass,P3 E.Piano/Bs 2,,-Used throughout the soundtrack-,
Roland,L-CD1,Synthesizer #1,P2 JP-8 Strgs 1,,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-11: Heavy Guitar [011],,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
?,?,,,Applause,Title Screen (JP),
?,?,,,French Horn,Title Screen (JP),
Tokimeki Memorial,,"(Released: May 27, 1994)",,,,
AKAI,S1000,SL1035 WIND #1,HARMONICA,HARMONICAF#4,Ballad of the Effeminate Geek,
Roland,JV-80,Internal,I14 Brass Sect.,,Futari no Toki ~Forever~,
Roland,JV-80,Internal,I44 Fantasia JV,,Futari no Toki ~Forever~,
Roland,SOUND Canvas SC-55,Drum Set,017 POWER,Snare,Futari no Toki ~Forever~,
Stuff to Find,,,,,,
?,?,,,Electric Piano,Tokimeki,
?,?,,,Muted Guitar,Futari no Toki ~Forever~,
?,?,,,Synth Bass,Futari no Toki ~Forever~,
Taisen Puzzle-Dama (JP) / Crazy Cross (EU),,"(Released: July, 1994)",,,,
AKAI,S612,SL201 ORCHESTRA ENSEMBLE,MARIMBA #1,,,
AKAI,S1000,SL1021 ELECTRIC BASS #2,BASS+ROCK G,H METAL 1,,
AKAI,S1000,SL3098 ORCHESTRAL PERCUSSION & TUBULAR,TIMPANI,ORCH TIMY1,,
AKAI,XR10,PRST-19,SNARE9,,,
KORG,M1R,PROG,94 E.Guitar1,,"Dorenii, Suru Nu",
Roland,SOUND Canvas SC-55,Capital,060 Muted Trumpet,,,
Roland,SOUND Canvas SC-55,Drum Set,001 STANDARD,Triangle,,
Beauty and the Beast (SNES),,"(Released: July 8, 1994)",,,,
Roland,L-CD1,Assorted Snares,P1 SNARES 1,,,
Roland,L-CD1,Hi Strings #2,P2 Pizz Violins,,,
Roland,L-CD1,Orchestral Percussion #1,P1 Timpani 2,,,
Roland,L-CD1,Pan Pipes/Shakuhachi,P1 Pan Pipes 1,,,
Roland,L-CD1,Piano (New),P1 Ac Piano Lpf,,-Used throughout the soundtrack-,
Roland,L-CD1,Woodwinds #2,P1 Clarinet 1,,Castle (Area 2),
Roland,L-CD1,Woodwinds #2,P2 Oboe 1,,A Gift For Belle (Area 3),
Roland,U-220,Patch,P-07: Bell [007],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-17: Strings [017],Note A4,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-26: FretlessBass [026],From Inspector Gadget,Beauty and the Beast,
Roland,U-220,Timbre,T-056: Synth Harp [056],,"Epilogue, Unknown Song 2",
Super Bonk (NA) / Super B.C. Kid (EU),,"(Released: July 22, 1994)",,,,
AKAI,S1100,SL3031 ANALOG LEAD,MOD-ANA LEAD,M8 LE G3 SA,-Used throughout the soundtrack-,
AKAI,S1100,SAMPLE WAVE MIXING SWM #3,SYM+BASSCOMB,SYNTHC2,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,003 BigCityBrass,Part of the SNES SDK,Shoot the Smiley!,
KORG,M1,PROG,09 Drums #1,"Kick, Snare, Tom",-Used throughout the soundtrack-,
KORG,M1,PROG,12 Trumpet,,-Used throughout the soundtrack-,
KORG,M1,PROG,32 DoubleReed,,"Beating Heart, Lunar Pyramid, Game Over, Invincible",
KORG,M1,Waveform,89 SquareWave,Part of the SNES SDK,,
KORG,M1,Waveform,91 Saw Wave + 93 25% Pulse,Part of the SNES SDK,,
Roland,D-550,Bank 2,I-22 Bass Marimba,Part of the SNES SDK,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-01: Acoust Piano [001],,Underground,
Roland,U-220,Patch,P-05: Vibraphone [005],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-12: E.Organ 1 [012],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-17: Strings [017],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-26: FretlessBass [026],,-Used throughout the soundtrack-,
Roland,U-220,Patch,P-36: Saxophone [036],,Main Theme,
Stuff to Find,,,,,,
?,?,,,Distorted Lead,Engine Room,
An American Tail: Fievel Goes West (SNES),,"(Released: August, 1994)",,,,
Roland,L-CD1,Baritone/Alto Saxophone,P2 Alto Sax 1,S50_A.Sax-C,-Used throughout the soundtrack-,
Roland,L-CD1,Bass #2,P1 Upright Bass,S50_W.B. p-L,-Used throughout the soundtrack-,
Roland,L-CD1,Brass #1,P8 Brass Sec. 1,S50_Brass-B,-Used throughout the soundtrack-,
Roland,L-CD1,Classical (Composer Series),P5 FRENCH HORNS,S50_F.Horn-A,-Used throughout the soundtrack-,
Roland,L-CD1,Mallets #1,P1 Vibraphone 1,S50_Vibe1 L,-Used throughout the soundtrack-,
Roland,L-CD1,"New Strings, E.Piano, Choir",P4 Strings L/R,S50_Vln 2-L,-Used throughout the soundtrack-,
Roland,L-CD1,Orchestra and Typani #1,P5 Timpani 1 pf,S50_Timpani1p,-Used throughout the soundtrack-,
Roland,L-CD1,Tone Wheel Action (Electric Organ),P4 E.Organ 4,S50_E.Org4UP,Lost in the Desert,
Roland,L-CD1,Woodwinds #1,P1 Flute 1,S50_Flute-D,"Theme of the Western Heroes, Lively Streets of Green River",
Roland,L-CD1,Woodwinds #2,P3 Bassoon 1,S50_Basn-D,Theme of the Western Heroes,
Roland,R-8,Internal,12 TIGHT SNARE,,-Used throughout the soundtrack-,
Roland,R-8,Internal,24 DRY TOM 1,,Danger Down the Drain,
Roland,R-8,Internal,37 CLOSED HIHAT 1,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
AKAI,S1000,,,May be used?,,
E-MU Systems,SP-1200,,,May be used?,,
Roland,L-CD1,,,Piano,,
Roland,L-CD1,,,Piano 2,,
Sparkster (SNES) ★,,"(Released: September 15, 1994)",,,,
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 C5,-Used throughout the soundtrack-,
AKAI,S1000,SL1125 MALE CHORUS AH,M.CHORUS AH,MALE A1,Pyramid,
AKAI,S1000,WORK STATION WS #11 FUNK,VX BASS 1,VX BASS1,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,007 Thunder Bass,,"Bird, Submarine, Shooting, Final Battle, Game Over",
Stuff to Find,,,,,,
AKAI,S950,SL506 STRINGS #1,STRINGS 1,,-Used throughout the soundtrack-,
AKAI,S1000,SL1001 GRAND PIANO #1,NORMAL PF,NPF E4,"Lakeside, Musical Town",
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G4 SA,Bird,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,Konami Logo,
Roland,JV-80,,Octaved Brass,,-Used throughout the soundtrack-,
Roland,?,,Honky Tonk,Attack is cut off,"Submarine, Boss Battle 1",
Roland,?,,Cuica,,Musical Town,
Roland,?,,Sax,,Pyramid,
Roland,?,,Slap Bass,,"Steel Works, Boss Battle 2",
Sound Ideas,Series 1000,1012-05-02,"EXPLOSION, BOMB",MEDIUM BLAST,SFX,
?,?,,Trumpet,,"Lakeside, Musical Town",
?,?,,Hi hat,,Pyramid,
?,?,,Crash Cymbal,,-Used throughout the soundtrack-,
?,?,,Vibraslap,,Musical Town,
?,?,,Whistle,,Musical Town,
?,?,,Acoustic Tom,,-Used throughout the soundtrack-,
?,?,,Snare,,-Used throughout the soundtrack-,
?,?,,Kick ,,-Used throughout the soundtrack-,
?,?,,Electric Guitar,,"Bird, Submarine, Shooting",
?,?,,Heavy Guitar,,"Steel Works, Bird, Submarine, Shooting, Final Battle, Game Over",
?,?,,Organ,,Steel Works ,
?,?,,Pipe Organ Wave,,"Fortress, Boss Introduction",
?,?,,Music Box,,Pyramid,
?,?,,Choir,,-Used throughout the soundtrack-,
?,?,,Timpani,,"Title, Introduction, Lakeside, Shooting, Fortress, Level Complete, Continue, Ending (Both parts)",
?,?,,Flute,,"Musical Town, Shooting, Password, Ending (Part 2)",
?,?,,Oboe,,Pyramid,
?,?,,Sitar,,Pyramid,
Tiny Toon Adventures: Wacky Sports Challenge,,"(Released: September 30, 1994)",,,,
AKAI,S1000,SL1001 GRAND PIANO #1,NORMAL PF,NPF D2,"Weightlifting, Freestyle Skiing, Log Cutting",
AKAI,S1000,SL1009 HORNS #1,FRENCH HORNS,F HORNS 2,"Title Screen, Event Info, Birdman Contest, Hammer Bash",
AKAI,S1000,SL1013 FRETLESS BASS,SOFT BASS,SOFT BASS  1,-Used throughout the soundtrack-,
AKAI,S1000,SL1028 VIBRAPHONE MARIMBA BELL,VIBRA SOLO,VIBRA F3,"Game Over, Saucer Throw, Swimming",
AKAI,S1000,SL1045 BAROQUE STRINGS,STRING SECT1,STR SECT C4,"Event Results, Log Cutting",
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX C4,"Weightlifting, Freestyle Skiing",
AKAI,S1000,SL1062 HORNS #2,CHRS FRHORN,FM FRHORN G4,-Used throughout the soundtrack-,
AKAI,S1000,SL1074 ORGAN #6,ORGAN REEDS1,REEDS  G2,Swimming,
AKAI,S1000,SL1086 BANJO,BANJO,BANJO C4,Log Cutting,
AKAI,S1000,SL1100 HARPSICHORD,BUFF CHORUS,8FT F3,Ice Cream Throw,
AKAI,S1000,SL1107 ACOUSTIC BASS,ACOUSTIC 1,DBL BASS D2,"Event Results, Weightlifting, Pole Vault, Log Cutting",
AKAI,S1000,SL1137 BASS CLARINET,CLARINET,CLARINET E3,"Title Screen, Pole Vault, Log Cutting",
AKAI,S1000,SL3098 ORCHESTRAL PERCUSSION & TUBULAR,TIMPANI,ORCH TIMY1,-Used throughout the soundtrack-,
AKAI,S1000,SAMPLE WAVE MIXING SWM #3,MARIMBA,MARIMBA C3,-Used throughout the soundtrack-,
AKAI,XR10,PRST-18,SNARE8,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-24,HAT MD,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-39,CRASH2,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-40,RIDE,,"Weightlifting, Pole Vault",
AKAI,XR10,PRST-52,TAMBOURINE,,"End of Event, Event Results, Lost Event",
AKAI,XR10,PRST-56,COWBELL,,"Obstacle Course, Bungee Jumping",
AKAI,XR10,PRST-62,TIMBALES H,,Bungee Jumping,
E-MU Systems,Proteus/1,Bank 0,017 Verb Flute,,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Bank 0,077 Bright Steel,,Bungee Jumping,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
KORG,01/W,PROG -> Bank A,A57 Harp,,Cinema,
KORG,M1R,PROG,07 Symphonic,,-Used throughout the soundtrack-,
Roland,JV-80,Preset B,B43 Harmon Mute1,,Weightlifting,
Roland,SOUND Canvas SC-55,Capital,019 Organ 3,,"Saucer Throw, Obstacle Course, Bungee Jumping",
Roland,SOUND Canvas SC-55,Capital,062 Brass 1,Octaved (Notes C6 & C7),-Used throughout the soundtrack-,
Sound Ideas,Hollywood Series 4000,4001-62-01,"CARTOON, HORN","BICYCLE HORN, SINGLE TOOT 01",SFX,
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,Konami Logo,
?,?,,,Guitar Strum,Log Cutting,
?,?,,,Organ,"Lost Event, Foul!",
Super Adventure Island II,,"(Released: October, 1994)",,,,
Roland,SOUND Canvas SC-55,Capital,001 Piano 1,,Fuwa-Fuwa Island,
Roland,SOUND Canvas SC-55,Capital,019 Organ 3,,"Boss Theme 2, Boa-Boa Island, Heart of Darkness",
Roland,SOUND Canvas SC-55,Capital,053 Choir Aahs,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,057 Trumpet,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,063 Synth Brass1,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,068 Baritone sax,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-55,Capital,074 Flute,,"The King of Waku-Waku, Hiya-Hiya Island",
Roland,SOUND Canvas SC-55,Capital,115 Steel Drums,,"On the Open Seas, Poka-Poka Island",
Roland,SOUND Canvas SC-55,Drum Set,017 POWER,,-Used throughout the soundtrack-,
Yamaha,DX100,Internal -> BANK A,05 Pianobells,,-Used throughout the soundtrack-,
Yamaha,DX100,Internal -> BANK B,01 Solid Bass,,-Used throughout the soundtrack-,
Yamaha,DX100,Internal -> BANK B,02 SyntheBass,,-Used throughout the soundtrack-,
Yamaha,DX100,Internal -> BANK B,04 Elec Bass,,-Used throughout the soundtrack-,
Stuff to Find,,,,,,
?,?,,,Orchestra Hit,Boa-Boa Island,
Animaniacs (SNES) ★★,,"(Released: November, 1994)",,,,
AKAI,S1000,SL1001 GRAND PIANO #1,NORMAL PF,NPF A#3,WB Studio Map,
AKAI,S1000,SL1028 VIBRAPHONE MARIMBA BELL,VIBRA SOLO,VIBRA F3,"Title Screen, Password Screen, Deep Blue Sea?, Jurassic Jungle, ...in a Galaxy Far Far Away, ""Don't Look At Me Like That.""",
AKAI,S1000,SL1061 TRUMPET & SAX #2,SOLO TRUMPET,TRUMPET E3,-Used throughout the soundtrack-,
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX C4,"Title Screen, WB Studio Map, ""Are They Even Trying?""",
AKAI,S1000,SL1086 BANJO,BANJO,BANJO C4,"Password Screen, Showdown with Ralph, Flying Broomsticks, ""Don't Look At Me Like That.""",
AKAI,S1000,SL1088 WIND #2,OBOE,OBOE-D3,-Used throughout the soundtrack-,
AKAI,S1000,SL1137 BASS CLARINET,BARRISAX,BARRI D 2,"Title Screen, Intro Stage, Deep Blue Sea, Boss Battle",
AKAI,S1000,SL1137 BASS CLARINET,CLARINET,CLARINET D4,-Used throughout the soundtrack-,
AKAI,S1000,SL3017 C-BASS SECTION #1,C-BASS PAD,C#2-CB S.H.,-Used throughout the soundtrack-,
AKAI,S1000,SL3058 STRINGS #2,PIZZ -S-,PIZZ C4,-Used throughout the soundtrack-,
AKAI,S1000,SL3064 WIND #2,WIND  MIX,W.STR.C3,-Used throughout the soundtrack-,
AKAI,S1000,SL3098 ORCHESTRAL PERCUSSION & TUBULAR,TIMPANI,ORCH TIMY1,-Used throughout the soundtrack-,
AKAI,S1000,SAMPLE WAVE MIXING SWM #3,MARIMBA,MARIMBA C3,-Used throughout the soundtrack-,
AKAI,XR10,PRST-11,SNARE1,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-39,CRASH2,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-40,RIDE,,WB Studio Map,
E-MU Systems,Proteus/1,Bank 0,017 Verb Flute,,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Instruments,070 Oct 1 Sine,,SFX,
E-MU Systems,Proteus/1,Instruments,109 Wind Cyc 3,,SFX,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
Roland,JV-80,Preset A,A73 Woody Bass 1,,-Used throughout the soundtrack-,
Roland,JV-80,Preset B,B43 Harmon Mute1,,"Title Screen, Intro Stage, Anvilania",
Roland,JV-80,Preset B,B46 Brass Sect 1,,"Title Screen, Intro Stage, Showdown with Ralph, ""Our Very Own Movie!""",
Roland,JV-80,Preset B,B55 French Horn,,-Used throughout the soundtrack-,
Sound Ideas,Series 1000,1021-02-05,TRUMPET,"COMICAL, BABY CALL, MUSIC, COMEDY 03","Title Screen, Message from the CEO, Captured, ""Are They Even Trying?"", ""Our Very Own Movie!""",
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,Konami Logo,
Tsuyoshi Shikkari Shinasai Taisen Puzzle-Dama,,"(Released: November 18, 1994)",,,,
AKAI,S612,SL201 ORCHESTRA ENSEMBLE,ORCHESTRA HIT #1,,-Used throughout the soundtrack-,
AKAI,S950,SL506 STRINGS #1,STRINGS 1,,"Opening (REPLAY by L'Eclipse), BGM 3, BGM 4, Ending 1, Ending 3, Staff Roll (Sayonara Bunmei), Ranking",
AKAI,S1000,SL1001 GRAND PIANO #1,NORMAL PF,NPF E4,"BGM 3, Game Over",
AKAI,S1000,SL1021 ELECTRIC BASS #2,BASS+ROCK G,H METAL 1,-Used throughout the soundtrack-,
AKAI,S1000,SL1027 ORGAN / CLAVICHORD,H.ORGAN 2,HAMMOND  2,"BGM 4, Game Over",
AKAI,S1000,SL1029 CHOP BASS SYNTH BASS,K-CHOP BASS1,CHOP F2,-Used throughout the soundtrack-,
AKAI,S1000,SL1042 DISTORTION GUITAR,DISTORT  1,DIST  B4,"Victory, Staff Roll",
AKAI,S1000,SL1061 TRUMPET & SAX #2,TENOR SAX,TENOR SAX G4,-Used throughout the soundtrack-,
AKAI,S1000,SL1071 ORGAN #3,SHIMMER HAM1,HAMMOND2 C5,-Used throughout the soundtrack-,
AKAI,S1000,SL1088 WIND #2,BASSOON,BASSOON-B2,"Title (REPLAY by L'Eclipse), Opening (REPLAY by L'Eclipse), Challenger, Staff Roll (Sayonara Bunmei)",
AKAI,S1000,SL1137 BASS CLARINET,BARRISAX,BARRI G#2,"BGM 3, Ending 3",
AKAI,S1000,SL3034 ANALOG BRASS,OBX-ANA BRAS,EX BR G4 SA,"Select, Challenger, BGM 1, Pinch, Ending 2, Staff Roll (Sayonara Bunmei)",
AKAI,S1000,SL3098 ORCHESTRAL PERCUSSION & TUBULAR,TIMPANI,ORCH TIMY1,Game Over,
AKAI,S1000,SAMPLE WAVE MIXING SWM #3,MARIMBA,MARIMBA C3,"BGM 2, Ending 2, Game Over",
AKAI,S1000,SAMPLE WAVE MIXING SWM3002 SYNTH PAD #1,FLANGE PAD,FL TONE C5,"BGM 3, Ending 2, Ending 3, Ranking",
AKAI,S1000,WORK STATION WS3003 DANCE,DANCE KIT,CLAP   1,-Used throughout the soundtrack-,
AKAI,XR10,PRST-03,KICK3,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-11,SNARE1,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-23,HAT CL,,Staff Roll (Sayonara Bunmei),
AKAI,XR10,PRST-25,HAT OP,,"Opening (REPLAY by L'Eclipse), Challenger",
AKAI,XR10,PRST-34,TOM3 H,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-39,CRASH2,,-Used throughout the soundtrack-,
AKAI,XR10,PRST-56,COWBELL,,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Instruments,097 Fund Gone 2,,"Select, Pinch",
E-MU Systems,Proteus/1,Instruments,105 Duck Cyc 2,,"BGM 4, Pinch, Defeat",
E-MU Systems,Proteus/1,Instruments,109 Wind Cyc 3,,BGM 2,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
Roland,SOUND Canvas SC-55,Capital,122 Fl. Keyclick,,,
Stuff to Find,,,,,,
E-MU Systems,Proteus/2,Bank 1,120 Glitter God,Bells - Part of the SNES SDK,Konami Logo,
The Adventures of Batman & Robin (SNES),,"(Released: December, 1994)",,,,
AKAI,S950,SL506 STRINGS #1,STRINGS 1,,-Used throughout the soundtrack-,
AKAI,S1000,SL1028 VIBRAPHONE MARIMBA BELL,VIBRA SOLO,VIBRA F3,-Used throughout the soundtrack-,
AKAI,S1000,SL1041 ELECTRIC GUITAR #2,GIBSON 2,GBSN 335 E4,Checkmate,
AKAI,S1000,SL1062 HORNS #2,CHRS FRHORN,FM FRHORN G4,Amused to Death,
AKAI,S1000,SL1068 MALE CHORUS,DIG VOX,LA  VOX,"No Green Peace, The Master of Fear",
AKAI,S1000,SL1100 HARPSICHORD,BUFF CHORUS,8FT F3,"Main Theme, The Master of Fear",
AKAI,S1000,SL1107 ACOUSTIC BASS,ACOUSTIC 1,DBL BASS D2,"Battle on a Roller Coaster, No Green Peace, Rooftop Battle, Alley Battle",
AKAI,S1000,SL1137 BASS CLARINET,BASSCLARINET,BASSCLAR F2,Perchance to Scream,
AKAI,S1000,SL3016 CELLO SECTION #1,CELLO SECT1,C#1-VC S.H,-Used throughout the soundtrack-,
AKAI,S1000,SL3098 ORCHESTRAL PERCUSSION & TUBULAR,TIMPANI,ORCH TIMY1,-Used throughout the soundtrack-,
AKAI,S1000,SAMPLE WAVE MIXING SWM #3,MARIMBA,MARIMBA C3,"Alley Battle, Riddle Me This, Chess Board Mayhem",
AKAI,S1000,SAMPLE WAVE MIXING SWM3002 SYNTH PAD #1,FLANGE PAD,FL TONE C5,-Used throughout the soundtrack-,
AKAI,XR10,PRST-41,CHOKE,,-Used throughout the soundtrack-,
E-MU Systems,Proteus/1,Instruments,112 Organ Cyc 2,,SFX,
E-MU Systems,Proteus/2,Bank 0,057 TubularBells,,"Amused to Death, Rooftop Battle",
